"typeID";"groupID";"typeName";"description";"graphicID";"radius";"mass";"volume";"capacity";"portionSize";"raceID";"basePrice";"published";"marketGroupID";"chanceOfDuplicating"
"11101";"302";"Linear Flux Stabilizer I";"Grants a bonus to the firing rate and damage of hybrid turrets. Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"1046";"0";"0";"5";"0";"1";"2";"24994";"True";"648";"7.0000000000000007E-2"
"11103";"302";"Insulated Stabilizer Array I";"Grants a bonus to the firing rate and damage of hybrid turrets. Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"1046";"0";"0";"5";"0";"1";"4";"24994";"True";"648";"7.0000000000000007E-2"
"11105";"302";"Magnetic Vortex Stabilizer I";"Grants a bonus to the firing rate and damage of hybrid turrets. Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"1046";"0";"0";"5";"0";"1";"8";"24994";"True";"648";"7.0000000000000007E-2"
"11107";"302";"Gauss Field Balancer I";"Grants a bonus to the firing rate and damage of hybrid turrets. Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"1046";"0";"0";"5";"0";"1";"1";"24994";"True";"648";"7.0000000000000007E-2"
"11109";"302";"Linear Flux Stabilizer";"Grants a bonus to the firing rate and damage of hybrid turrets. Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"1046";"0";"0";"5";"0";"1";"2";"9728";"True";"648";"7.0000000000000007E-2"
"11111";"302";"Insulated Stabilizer Array";"Grants a bonus to the firing rate and damage of hybrid turrets. Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"1046";"0";"0";"5";"0";"1";"4";"9728";"True";"648";"7.0000000000000007E-2"
"11113";"302";"Magnetic Vortex Stabilizer";"Grants a bonus to the firing rate and damage of hybrid turrets. Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"1046";"0";"0";"5";"0";"1";"8";"9728";"True";"648";"7.0000000000000007E-2"
"11115";"302";"Gauss Field Balancer";"Grants a bonus to the firing rate and damage of hybrid turrets. Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"1046";"0";"0";"5";"0";"1";"1";"9728";"True";"648";"7.0000000000000007E-2"
"11125";"301";"CONCORD Police Commander";"This is a security vessel of CONCORD. It is patrolling this sector and will respond to any combat it detects. It can call in reinforcements from nearby sectors if the need arises.";"1058";"350";"20000000";"1080000";"14000";"1";"";"0";"False";"";"7.0000000000000007E-2"
"11126";"182";"CONCORD SWAT Commander";"The Concord battleships were built by a joint effort of the empires, each empire investing it with their own special technologies. Although this makes them a bit mismatched, their performance leaves no doubt about their awesome power.";"1060";"400";"2000000";"1080000";"14000";"1";"";"0";"False";"";"7.0000000000000007E-2"
"11127";"288";"DED Army Commander";"This is a security vessel of CONCORD. It is patrolling this sector and will respond to any combat it detects. It can call in reinforcements from nearby sectors if the need arises.";"1060";"400";"2000000";"1080000";"14000";"1";"";"0";"False";"";"7.0000000000000007E-2"
"11128";"301";"DED Special Operation Commander";"This is a security vessel of CONCORD. It is patrolling this sector and will respond to any combat it detects. It can call in reinforcements from nearby sectors if the need arises.";"1059";"350";"20000000";"1080000";"14000";"1";"";"0";"False";"";"7.0000000000000007E-2"
"11129";"31";"Gallente Shuttle";"Gallente Shuttle";"2043";"45";"1600000";"5000";"10";"1";"8";"5000";"True";"395";"7.0000000000000007E-2"
"11130";"111";"Gallente Shuttle Blueprint";"";"317";"0";"0";"0.01";"0";"1";"";"50000";"True";"417";"0"
"11132";"31";"Minmatar Shuttle";"Minmatar Shuttle";"2045";"60";"1600000";"5000";"10";"1";"2";"5000";"True";"394";"7.0000000000000007E-2"
"11133";"111";"Minmatar Shuttle Blueprint";"";"317";"0";"0";"0.01";"0";"1";"";"50000";"True";"418";"0"
"11134";"31";"Amarr Shuttle";"Amarr Shuttle";"2044";"20";"1600000";"5000";"10";"1";"4";"5000";"True";"393";"7.0000000000000007E-2"
"11135";"111";"Amarr Shuttle Blueprint";"";"317";"0";"0";"0.01";"0";"1";"";"50000";"True";"415";"0"
"11136";"323";"Concord Billboard";"Concord Billboards keep you updated, bringing you the latest news and bounty information. They come equipped with the latest in missile defense technology to protect against vandalism.";"2046";"644";"100";"1";"1000";"1";"";"0";"False";"";"0"
"11137";"288";"Amarr Navy Fleet Marshall";"This is a security vessel of the Amarr Navy. It is patrolling this sector and will respond to any combat it detects. It can call in reinforcements from nearby sectors if the need arises. Threat level: Significant";"297";"250";"20000000";"1100000";"600";"1";"4";"0";"False";"";"7.0000000000000007E-2"
"11138";"288";"Caldari Navy Fleet Admiral";"This is a security vessel of the Caldari Navy. It is patrolling this sector and will respond to any combat it detects. It can call in reinforcements from nearby sectors if the need arises. Threat level: Moderate";"43";"250";"21000000";"1080000";"665";"1";"1";"0";"False";"";"7.0000000000000007E-2"
"11139";"288";"Gallente Navy Fleet General";"This is a security vessel of the Gallente Federation Navy. It is patrolling this sector and will respond to any combat it detects. It can call in reinforcements from nearby sectors if the need arises. Threat level: Moderate";"64";"250";"21000000";"1140000";"675";"1";"8";"0";"False";"";"7.0000000000000007E-2"
"11140";"288";"Republic Fleet High Commander";"This is a security vessel of the Minmatar Republic Fleet. It is patrolling this sector and will respond to any combat it detects. It can call in reinforcements from nearby sectors if the need arises. Threat level: Significant";"48";"250";"17000000";"850000";"600";"1";"2";"0";"False";"";"7.0000000000000007E-2"
"11167";"319";"Fragmented Cathedral I";"The elegant decorations on these broken ruins indicate that it may once have been a ceremonial temple of high importance.";"2047";"1569";"100000";"100000000";"10000";"1";"";"0";"False";"";"0"
"11168";"319";"Fragmented Cathedral II";"The elegant decorations on these broken ruins indicate that it may once have been a ceremonial temple of high importance.";"2048";"1287";"100000";"100000000";"10000";"1";"";"0";"False";"";"0"
"11169";"319";"Fragmented Cathedral III";"The elegant decorations on these broken ruins indicate that it may once have been a ceremonial temple of high importance.";"2049";"1519";"100000";"100000000";"10000";"1";"";"0";"False";"";"0"
"11170";"319";"Fragmented Cathedral IV";"The elegant decorations on these broken ruins indicate that it may once have been a ceremonial temple of high importance.";"2050";"1469";"100000";"100000000";"10000";"1";"";"0";"False";"";"0"
"11171";"319";"Fragmented Cathedral V";"The elegant decorations on these broken ruins indicate that it may once have been a ceremonial temple of high importance.";"2051";"1426";"100000";"100000000";"10000";"1";"";"0";"False";"";"0"
"11172";"830";"Helios";"Name: Helios
Hull: Imicus Class
Role: Covert Ops Frigate

Designed for commando and espionage operation, its main strength is the ability to travel unseen through enemy territory and to avoid unfavorable encounters.

Developer: Creodron 

The Helios is Creodron's answer to the Ishukone Buzzard. After the fall of Crielere, the once-cordial relations between the Gallente Federation and the Caldari state deteriorated rapidly and, for a while, it seemed as if war might be brewing. It was seen by certain high-ranking officers within the Gallente navy as being of vital importance to be able to match the Caldari's cloaking technology in an effort to maintain the balance of power.

Gallente Frigate Skill Bonus: 5% bonus to Small Hybrid Turret damage and 10% bonus to Scout Drone Thermal damage per level

Covert Ops Skill Bonus: -98% to -100% reduction in Cloaking Device CPU use per level and 10% reduction to duration/activation time of modules requiring Astrometrics per level

Note: can fit covert cynosural field generators";"1841";"39";"1271000";"23000";"175";"1";"8";"2313068";"True";"423";"4.0000000000000001E-2"
"11173";"105";"Helios Blueprint";"";"324";"0";"0";"0.01";"0";"1";"";"1800000";"True";"428";"0"
"11174";"893";"Keres";"Hull: Maulus Class
Role: Electronic Attack Ship

Electronic attack ships are mobile, resilient electronic warfare platforms. Although well suited to a variety of situations, they really come into their own in skirmish and fleet encounters, particularly against larger ships. For anyone wanting to decentralize their fleet’s electronic countermeasure capabilities and make them immeasurably harder to counter, few things will serve better than a squadron or two of these little vessels.

Developer: Duvolle Labs 

Duvolle Labs manufactures sturdy ships with a good mix of offensive and defensive capabilities. Since the company is one of New Eden’s foremost manufacturers of particle blasters, its ships tend to favor turrets and thus have somewhat higher power output than normal.

Gallente Frigate Skill Bonus: 5% bonus to remote sensor dampener effectiveness and 10% reduction in remote sensor dampener capacitor need per level

Electronic Attack Ships Skill Bonus: 10% bonus to warp disruptor range and 10% reduction in warp disruptor capacitor need per level
";"1913";"39";"1095000";"23000";"175";"1";"8";"2154348";"True";"1068";"4.0000000000000001E-2"
"11175";"105";"Keres Blueprint";"";"324";"0";"0";"0.01";"0";"1";"";"1800000";"True";"";"0"
"11176";"831";"Crow";"Name: Crow
Hull: Condor Class
Role: Interceptor 

Interceptors utilize a combination of advanced alloys and electronics to reduce their effective signature radius.  This, along with superior maneuverability and speed, makes them very hard to target and track, particularly for high caliber turrets. 

Developer: Kaalakiota

As befits one of the largest weapons manufacturers in the known world, Kaalakiota's ships are very combat focused. Favoring the traditional Caldari combat strategy, they are designed around a substantial number of weapons systems, especially missile launchers. However, they have rather weak armor and structure, relying more on shields for protection.
 
Caldari Frigate Skill Bonus: 10% bonus to Kinetic Missile damage per level

Interceptor Skill Bonus: 15% reduction in MicroWarpdrive signature radius penalty and 10% bonus to Missile Velocity per level

Role bonus: 80% reduction in Propulsion Jamming systems activation cost";"1848";"33";"999000";"18000";"150";"1";"1";"2065190";"True";"401";"4.0000000000000001E-2"
"11177";"105";"Crow Blueprint";"";"39";"0";"0";"0.01";"0";"1";"";"287500";"True";"411";"0"
"11178";"831";"Raptor";"Name: Raptor
Hull: Condor Class
Role: Interceptor

Interceptors utilize a combination of advanced alloys and electronics to reduce their effective signature radius.  This, along with superior maneuverability and speed, makes them very hard to target and track, particularly for high caliber turrets. 

Developer: Lai Dai

Lai Dai ships favor a balanced mix of ship systems, making them very versatile but also less powerful when it comes to specific tactics.

Caldari Frigate Skill Bonus: 5% bonus to Small Hybrid Turret Damage and 10% bonus to Small Hybrid Turret optimal range per level

Interceptor Skill Bonus: 15% reduction in MicroWarpdrive signature radius penalty and 5% bonus to Warp Scrambler and Warp Disruptor range per level

Role bonus: 80% reduction in Propulsion Jamming systems activation cost";"1878";"33";"1075000";"18000";"150";"1";"1";"2067158";"True";"401";"4.0000000000000001E-2"
"11179";"105";"Raptor Blueprint";"";"39";"0";"0";"0.01";"0";"1";"";"287500";"True";"411";"0"
"11180";"324";"Rapier Frigate";"Hull: Vigil Class
Developer: Brutor Tribe
Role: Recon Frigate 
Special: 90% less cpu need for Modules requiring Black Ops ";"1973";"37.07";"1200000";"28100";"155";"1";"2";"2315288";"False";"";"4.0000000000000001E-2"
"11181";"105";"Rapier Frigate Blueprint";"";"";"0";"0";"0.01";"0";"1";"";"1725000";"False";"";"0"
"11182";"830";"Cheetah";"Name: Cheetah
Hull: Probe Class
Role: Covert Ops Frigate

Designed for commando and espionage operation, its main strength is the ability to travel unseen through enemy territory and to avoid unfavorable encounters.

Developer: Thukker Mix

It is unclear how Thukker Mix could master the intricacies of cloaking technology so quickly after the fall of Crielere. According to Professor Oggand Viftuin, head of R&D, the tribe managed to recruit some senior Caldari scientist that used to work on the Mirage Project at Crielere. Ishukone has denied this, claiming that the Thukkers aquired the technology from prototypes stolen by the Guristas.

Minmatar Frigate Skill Bonus: 5% bonus to Small Projectile Turret damage and 10% bonus to Small Projectile Turret optimal range per level

Covert Ops Skill Bonus: -98% to -100% reduction in Cloaking Device CPU use per level and 10% reduction to duration/activation time of modules requiring Astrometrics per level

Note: can fit covert cynosural field generators";"1948";"32.890000000000001";"1430000";"17400";"200";"1";"2";"2316560";"True";"424";"4.0000000000000001E-2"
"11183";"105";"Cheetah Blueprint";"";"";"0";"0";"0.01";"0";"1";"";"1725000";"True";"429";"0"
"11184";"831";"Crusader";"Name: Crusader
Hull: Executioner Class
Role: Interceptor 

Interceptors utilize a combination of advanced alloys and electronics to reduce their effective signature radius.  This, along with superior maneuverability and speed, makes them very hard to target and track, particularly for high caliber turrets. 

Developer: Carthum Conglomerate

Carthum ships are the very embodiment of the Amarrian warfare philosophy. Possessing sturdy armor and advanced weapon systems, they provide a nice mix of offense and defense. On the other hand, their electronic and shield systems tend to be rather limited.    

Amarr Frigate Skill Bonus: 10% reduction in Small Energy Turret capacitor use and 5% bonus to Small Energy Turret damage per level

Interceptor Skill Bonus: 15% reduction in MicroWarpdrive signature radius penalty and 7.5% bonus to Small Energy Turret Tracking Speed per level
   
Role bonus: 80% reduction in Propulsion Jamming systems activation cost";"1921";"30";"1050000";"28100";"135";"1";"4";"2070216";"True";"400";"4.0000000000000001E-2"
"11185";"105";"Crusader Blueprint";"";"54";"0";"0";"0.01";"0";"1";"";"300000";"True";"410";"0"
"11186";"831";"Malediction";"Name: Malediction
Hull: Executioner Class
Role: Interceptor

Interceptors utilize a combination of advanced alloys and electronics to reduce their effective signature radius.  This, along with superior maneuverability and speed, makes them very hard to target and track, particularly for high caliber turrets.

Developer: Khanid Innovations 

In addition to robust electronics systems, the Khanid Kingdom's ships possess advanced armor alloys capable of withstanding a great deal of punishment. Generally eschewing the use of turrets, they tend to gear their vessels more towards close-range missile combat.

Amarr Frigate Skill Bonus: 5% bonus to rocket damage and 5% bonus to armor resistances per level

Interceptor Skill Bonus: 15% reduction in MicroWarpdrive signature radius penalty and 5% bonus to Warp Scrambler and Warp Disruptor range per level

Role bonus: 80% reduction in Propulsion Jamming systems activation cost";"1861";"13";"999000";"28100";"135";"1";"4";"2080264";"True";"400";"4.0000000000000001E-2"
"11187";"105";"Malediction Blueprint";"";"54";"0";"0";"0.01";"0";"1";"";"300000";"True";"410";"0"
"11188";"830";"Anathema";"Name: Anathema
Hull: Magnate Class
Role: Covert Ops Frigate

Designed for commando and espionage operation, its main strength is the ability to travel unseen through enemy territory and to avoid unfavorable encounters.

Developer: Khanid Innovation 

Khanid Innovations was quick to take advantage of the disintegration of the Crielere Project. Through shrewd diplomatic and financial maneuvering they were able to aquire a working Buzzard prototype as well as several of the former top scientists of Project Mirage to work on adapting its innovations to Khanid ship technology.

Amarr Frigate Skill Bonus: 5% bonus to rocket damage and 5% reduction of capacitor recharge time per level

Covert Ops Skill Bonus: -98% to -100% reduced CPU need for cloaking device per level and 10% reduction to duration/activation time of modules requiring Astrometrics per level

Note: can fit covert cynosural field generators";"3424";"39";"1147000";"28100";"190";"1";"4";"2291660";"True";"421";"4.0000000000000001E-2"
"11189";"105";"Anathema Blueprint";"";"1066";"0";"0";"0.01";"0";"1";"";"1500000";"True";"425";"0"
"11190";"893";"Sentinel";"Hull: Crucifier Class
Role: Electronic Attack Ship

Electronic attack ships are mobile, resilient electronic warfare platforms. Although well suited to a variety of situations, they really come into their own in skirmish and fleet encounters, particularly against larger ships. For anyone wanting to decentralize their fleet’s electronic countermeasure capabilities and make them immeasurably harder to counter, few things will serve better than a squadron or two of these little vessels.

Developer: Viziam

Viziam ships are quite possibly the most durable ships money can buy. Their armor is second to none and that, combined with superior shields, makes them hard nuts to crack. Of course this does mean they are rather slow and possess somewhat more limited weapons and electronics options.

Amarr Frigate Skill Bonus: 20% bonus to energy vampire and energy neutralizer transfer amount per level and 5% bonus to effectiveness of tracking disruptors per level

Electronic Attack Ships Skill Bonus: 40% bonus to energy vampire and energy neutralizer range and 5% reduction in capacitor recharge time per level";"3365";"39";"1112000";"28100";"165";"1";"4";"2152006";"True";"1066";"4.0000000000000001E-2"
"11191";"105";"Sentinel Blueprint";"";"1066";"0";"0";"0.01";"0";"1";"";"1500000";"True";"";"0"
"11192";"830";"Buzzard";"Name: Buzzard
Hull: Heron Class
Role: Covert Ops Frigate

Designed for commando and espionage operation, its main strength is the ability to travel unseen through enemy territory and to avoid unfavorable encounters.

Developer: Ishukone 

The Buzzard was developed according to the exacting specifications of Admiral Okaseilen Fukashi, head of the Caldari Navy Recon Division, and was the first production level ship specifically built to take full advantage of the cloaking breakthroughs achieved by Project Mirage at Crielere.

Caldari Frigate Skill Bonus: 5% bonus to Missile Kinetic Damage and 5% bonus to Missile Launcher rate of fire per level

Covert Ops Skill Bonus: -98% to -100% reduction in Cloaking Device CPU use per level and 10% reduction to duration/activation time of modules requiring Astrometrics per level

Note: can fit covert cynosural field generators";"1902";"42.93";"1270000";"19400";"190";"1";"1";"2291676";"True";"422";"4.0000000000000001E-2"
"11193";"105";"Buzzard Blueprint";"";"40";"0";"0";"0.01";"0";"1";"";"1600000";"True";"427";"0"
"11194";"893";"Kitsune";"Hull: Griffin Class
Role: Electronic Attack Ship

Electronic attack ships are mobile, resilient electronic warfare platforms. Although well suited to a variety of situations, they really come into their own in skirmish and fleet encounters, particularly against larger ships. For anyone wanting to decentralize their fleet’s electronic countermeasure capabilities and make them immeasurably harder to counter, few things will serve better than a squadron or two of these little vessels.

Developer: Lai Dai

Lai Dai have always favored a balanced approach to their mix of on-board systems, leading to a line-up of versatile ships but providing very little in terms of tactical specialization.

Caldari Frigate Skill Bonus: 20% bonus to ECM target jammer strength and 10% reduction in ECM target jammers' capacitor need per level

Electronic Attack Ships Skill Bonus: 10% bonus to ECM target jammer optimal range and 5% bonus to capacitor capacity per level
";"3364";"42.93";"1117000";"19400";"160";"1";"1";"2145530";"True";"1067";"4.0000000000000001E-2"
"11195";"105";"Kitsune Blueprint";"";"40";"0";"0";"0.01";"0";"1";"";"1600000";"True";"";"0"
"11196";"831";"Claw";"Name: Claw
Hull: Slasher Class
Role: Interceptor

Interceptors utilize a combination of advanced alloys and electronics to reduce their effective signature radius.  This, along with superior maneuverability and speed, makes them very hard to target and track, particularly for high caliber turrets. 

Developer: Boundless Creation

The Boundless Creation ships are based on the Brutor tribe's philosophy of warfare: simply fit as much firepower onto your ship as humanly possible. On the other hand, defense systems and "cheap tricks" like electronic warfare have never been a high priority.

Minmatar Frigate Skill Bonus: 10% bonus to Small Projectile Turret Damage per level

Interceptor Skill Bonus: 15% reduction in MicroWarpdrive signature radius penalty and 7.5% bonus to Small Projectile Turret Tracking Speed per level

Role bonus: 80% reduction in Propulsion Jamming systems activation cost";"1928";"32.890000000000001";"1126000";"17400";"120";"1";"2";"2070268";"True";"403";"4.0000000000000001E-2"
"11197";"105";"Claw Blueprint";"";"44";"0";"0";"0.01";"0";"1";"";"275000";"True";"413";"0"
"11198";"831";"Stiletto";"Name: Stiletto
Hull: Slasher Class
Role: Interceptor

Interceptors utilize a combination of advanced alloys and electronics to reduce their effective signature radius.  This, along with superior maneuverability and speed, makes them very hard to target and track, particularly for high caliber turrets. 

Developer: Core Complexion

Core Complexion's ships are unusual in that they favor electronics and defense over the "Lots of guns" approach traditionally favored by the Minmatar.   

Minmatar Frigate Skill Bonus: 5% bonus to Small Projectile Turret damage and 7.5% bonus to Small Projectile Turret tracking speed per level

Interceptor Skill Bonus: 15% reduction in MicroWarpdrive signature radius penalty and 5% bonus to Warp Scrambler and Warp Disruptor range per level

Role bonus: 80% reduction in Propulsion Jamming systems activation cost";"1779";"32.890000000000001";"1100000";"17400";"120";"1";"2";"2059228";"True";"403";"4.0000000000000001E-2"
"11199";"105";"Stiletto Blueprint";"";"44";"0";"0";"0.01";"0";"1";"";"275000";"True";"413";"0"
"11200";"831";"Taranis";"Name: Taranis
Hull: Atron Class
Role: Interceptor 

Interceptors utilize a combination of advanced alloys and electronics to reduce their effective signature radius. This, along with superior maneuverability and speed, makes them very hard to target and track, particularly for high caliber turrets.

Developer: Duvolle Labs

Duvolle labs manufactures sturdy ships with a good mix of offensive and defensive capacities. Since its foremost manufacturer of Particle Blasters its ships tend to favor turrets and thus have somewhat higher power output than normal.

Gallente Frigate Skill Bonus: 10% Small Hybrid Turret damage per level

Interceptor Skill Bonus: 15% reduction in MicroWarpdrive signature radius penalty and 7.5% Small Hybrid Turret tracking speed Per Interceptor Skill Level 

Role bonus: 80% reduction in Propulsion Jamming systems activation cost";"1912";"31";"1075000";"22500";"125";"1";"8";"2077810";"True";"402";"4.0000000000000001E-2"
"11201";"105";"Taranis Blueprint";"";"323";"0";"0";"0.01";"0";"1";"";"292500";"True";"412";"0"
"11202";"831";"Ares";"Name: Ares
Hull: Atron Class
Role: Interceptor

Interceptors utilize a combination of advanced alloys and electronics to reduce their effective signature radius.  This, along with superior maneuverability and speed, makes them very hard to target and track, particularly for high caliber turrets. 

Developer: Roden Shipyards 

Unlike most Gallente ship manufacturers, Roden Shipyards tends to favor missiles over drones and their ships are generally faster than other Gallente ships in their class. They generally have a substantial amount of hull modification options but limited electronic systems.  

Gallente Frigate Skill Bonus: 5% bonus to Small Hybrid Turret damage and 7.5% bonus to Small Hybrid Turret tracking speed per level

Interceptor Skill Bonus: 15% reduction in MicroWarpdrive signature radius penalty  and 5% bonus to Warp Scrambler and Warp Disruptor range per level

Role bonus: 80% reduction in Propulsion Jamming systems activation cost";"1773";"31";"1100000";"22500";"125";"1";"8";"2074554";"True";"402";"4.0000000000000001E-2"
"11203";"105";"Ares Blueprint";"";"323";"0";"0";"0.01";"0";"1";"";"292500";"True";"412";"0"
"11204";"271";"Advanced Energy Grid Upgrades";"Advanced Skill at installing power upgrades e.g. capacitor battery and power diagnostic units. a further a further 2% reduction in energy grid upgrade CPU needs.";"33";"0";"0";"0.01";"0";"1";"";"79000";"False";"";"0"
"11205";"269";"Advanced Hull Upgrades";"Skill at installing hull upgrades e.g. expanded cargohold and inertial stabilizers. Grants a further 3% Bonus to armor hit points per level.";"33";"0";"0";"0.01";"0";"1";"";"60000";"False";"";"0"
"11206";"271";"Advanced Shield Upgrades";"Skill at installing shield upgrades e.g. shield extenders and shield rechargers. 2% reduction in shield upgrade power needs.";"33";"0";"0";"0.01";"0";"1";"";"84000";"False";"";"0"
"11207";"255";"Advanced Weapon Upgrades";"Reduces the powergrid needs of weapon turrets and launchers by 2% per skill level.";"33";"0";"0";"0.01";"0";"1";"";"500000";"True";"364";"0"
"11208";"272";"Advanced Sensor Upgrades";"Advanced skill at installing sensor upgrades, e.g. signal amplifier and backup sensor array. further 2% reduction of sensor upgrade CPU needs per skill level.";"33";"0";"0";"0.01";"0";"1";"";"100000";"False";"";"0"
"11209";"226";"Barren Asteroid - Not Mineable";"";"2063";"3146";"0";"0";"0";"1";"";"0";"False";"";"0"
"11210";"226";"Huge & Hellish Stalagmite";"";"2064";"23637";"0";"0";"0";"1";"";"0";"False";"";"0"
"11215";"326";"Energized Basic Reflective Plating";"A enhanced version of the standard Reflective armor plating. Uses advanced magnetic Field generators to strengthen the Nanobot Plating integrity. Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"2066";"10";"1";"25";"0";"1";"";"30000";"True";"541";"7.0000000000000007E-2"
"11216";"163";"Energized Basic Reflective Plating Blueprint";"";"1030";"0";"0";"0.01";"0";"1";"";"300000";"True";"333";"0"
"11217";"326";"Energized Reflective Membrane I";"A enhanced version of the standard Reflective armor plating. Uses advanced magnetic Field generators to strengthen the Nanobot Plating integrity. Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"2066";"10";"1";"25";"0";"1";"";"75000";"True";"541";"7.0000000000000007E-2"
"11218";"163";"Energized Reflective Membrane I Blueprint";"";"1030";"0";"0";"0.01";"0";"1";"";"750000";"True";"333";"0"
"11219";"326";"Energized Reflective Membrane II";"A enhanced version of the standard Reflective armor plating. Uses advanced magnetic Field generators to strengthen the Nanobot Plating integrity. Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"2066";"10";"1";"5";"0";"1";"";"191892";"True";"541";"7.0000000000000007E-2"
"11220";"163";"Energized Reflective Membrane II Blueprint";"";"1030";"0";"0";"0.01";"0";"1";"";"9999999";"True";"333";"0"
"11225";"326";"Energized Basic Reactive Plating";"A enhanced version of the standard Reactive armor plating. Uses advanced magnetic Field generators to strengthen the Nanobot Plating integrity. Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"2066";"10";"1";"25";"0";"1";"";"30000";"True";"541";"7.0000000000000007E-2"
"11226";"163";"Energized Basic Reactive Plating Blueprint";"";"1030";"0";"0";"0.01";"0";"1";"";"300000";"True";"333";"0"
"11227";"326";"Energized Reactive Membrane I";"A enhanced version of the standard Reactive  armor plating. Uses advanced magnetic Field generators to strengthen the Nanobot Plating integrity. Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"2066";"10";"1";"25";"0";"1";"";"75000";"True";"541";"7.0000000000000007E-2"
"11228";"163";"Energized Reactive Membrane I Blueprint";"";"1030";"0";"0";"0.01";"0";"1";"";"750000";"True";"333";"0"
"11229";"326";"Energized Reactive Membrane II";"A enhanced version of the standard Reactive  armor plating. Uses advanced magnetic Field generators to strengthen the Nanobot Plating integrity. Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"2066";"10";"1";"5";"0";"1";"";"190640";"True";"541";"7.0000000000000007E-2"
"11230";"163";"Energized Reactive Membrane II Blueprint";"";"1030";"0";"0";"0.01";"0";"1";"";"9999999";"True";"333";"0"
"11235";"326";"Energized Basic Regenerative Plating";"A enhanced version of the standard Regenerative armor plating. Uses advanced magnetic Field generators to strengthen the Nanobot Plating integrity. Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"2066";"10";"1";"25";"0";"1";"";"30000";"True";"541";"7.0000000000000007E-2"
"11236";"163";"Energized Basic Regenerative Plating Blueprint";"";"1030";"0";"0";"0.01";"0";"1";"";"300000";"True";"333";"0"
"11237";"326";"Energized Regenerative Membrane I";"A enhanced version of the standard Regenerative armor plating. Uses advanced magnetic Field generators to strengthen the Nanobot Plating integrity. Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"2066";"10";"1";"25";"0";"1";"";"75000";"True";"541";"7.0000000000000007E-2"
"11238";"163";"Energized Regenerative Membrane I Blueprint";"";"1030";"0";"0";"0.01";"0";"1";"";"750000";"True";"333";"0"
"11239";"326";"Energized Regenerative Membrane II";"A enhanced version of the standard Regenerative armor plating. Uses advanced magnetic Field generators to strengthen the Nanobot Plating integrity. Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"2066";"10";"1";"5";"0";"1";"";"190936";"True";"541";"7.0000000000000007E-2"
"11240";"163";"Energized Regenerative Membrane II Blueprint";"";"1030";"0";"0";"0.01";"0";"1";"";"9999999";"True";"333";"0"
"11245";"326";"Energized Basic Magnetic Plating";"A enhanced version of the standard Magnetic armor plating. Uses advanced magnetic Field generators to strengthen the Nanobot Plating integrity. Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"2066";"10";"1";"25";"0";"1";"";"30000";"True";"541";"7.0000000000000007E-2"
"11246";"163";"Energized Basic Magnetic Plating Blueprint";"";"1030";"0";"0";"0.01";"0";"1";"";"300000";"True";"333";"0"
"11247";"326";"Energized Magnetic Membrane I";"A enhanced version of the standard Magnetic armor plating. Uses advanced magnetic Field generators to strengthen the Nanobot Plating integrity. Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"2066";"10";"1";"25";"0";"1";"";"75000";"True";"541";"7.0000000000000007E-2"
"11248";"163";"Energized Magnetic Membrane I Blueprint";"";"1030";"0";"0";"0.01";"0";"1";"";"750000";"True";"333";"0"
"11249";"326";"Energized Magnetic Membrane II";"A enhanced version of the standard Magnetic armor plating. Uses advanced magnetic Field generators to strengthen the Nanobot Plating integrity. Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"2066";"10";"1";"5";"0";"1";"";"194166";"True";"541";"7.0000000000000007E-2"
"11250";"163";"Energized Magnetic Membrane II Blueprint";"";"1030";"0";"0";"0.01";"0";"1";"";"9999999";"True";"333";"0"
"11255";"326";"Energized Basic Thermic Plating";"A enhanced version of the standard Thermic armor plating. Uses advanced magnetic Field generators to strengthen the Nanobot Plating integrity. Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"2066";"10";"1";"25";"0";"1";"";"30000";"True";"541";"7.0000000000000007E-2"
